Attaching 5 probes...
event,ns,tid,note
put,253728151120,42069,vcpu=0 cpu=252 ap1r0=100000 ap1r1=0
load,253728155890,42069,vcpu=0 cpu=252 ap1r0=100000 (shadow already dirty)
put,253730293360,42069,vcpu=0 cpu=252 ap1r0=100000 ap1r1=0
load,253730297380,42069,vcpu=0 cpu=252 ap1r0=100000 (shadow already dirty)
put,253730328530,42069,vcpu=0 cpu=252 ap1r0=100000 ap1r1=0
load,253730332150,42069,vcpu=0 cpu=252 ap1r0=100000 (shadow already dirty)
put,253732538030,42069,vcpu=0 cpu=252 ap1r0=100000 ap1r1=0
load,253732542180,42069,vcpu=0 cpu=252 ap1r0=100000 (shadow already dirty)
put,253732574960,42069,vcpu=0 cpu=252 ap1r0=100000 ap1r1=0
load,253732578500,42069,vcpu=0 cpu=252 ap1r0=100000 (shadow already dirty)
put,253732588310,42069,vcpu=0 cpu=252 ap1r0=100000 ap1r1=0
load,253732591870,42069,vcpu=0 cpu=252 ap1r0=100000 (shadow already dirty)
put,253739881760,42069,vcpu=0 cpu=252 ap1r0=100000 ap1r1=0
load,253739886950,42069,vcpu=0 cpu=252 ap1r0=100000 (shadow already dirty)
put,253739918920,42069,vcpu=0 cpu=252 ap1r0=100000 ap1r1=0
